"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"84","“I saw it as a danger,” Martin Scorsese said about ""The Irishman,"" fearing that it would be dismissed as yet anothe… https://t.co/De7c6xozAX",FALSE,401,NA,2020-01-04 13:00:09,TRUE,NA,"1213445008948379648",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",93,FALSE,FALSE,NA,NA
"85","Parking meters in New York are failing to process credit card payments because of a Y2K-style software glitch. The… https://t.co/dRS5jpyYob",FALSE,334,NA,2020-01-04 12:40:04,TRUE,NA,"1213439955063754752",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",110,FALSE,FALSE,NA,NA
"86","Chocolate pudding is equal parts comfort and romance. We found that oat milk created the plushest texture, but othe… https://t.co/MvNYCXo3Uu",FALSE,759,NA,2020-01-04 12:20:05,TRUE,NA,"1213434926231674881",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",124,FALSE,FALSE,NA,NA
"87","Artificial intelligence can help doctors do a better job of finding breast cancer on mammograms, according to a new… https://t.co/C7h9S1YmLe",FALSE,808,NA,2020-01-04 12:00:10,TRUE,NA,"1213429912725532673",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",227,FALSE,FALSE,NA,NA
"88","Parents share their best parenting moments from the last year — including some seriously brilliant hacks https://t.co/dXZoo9q1e3",FALSE,170,NA,2020-01-04 11:30:03,FALSE,NA,"1213422334557724672",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",44,FALSE,FALSE,NA,NA
"89","Millions of Australians are breathing unhealthy air this summer as smoke from the country’s disastrous wildfires cl… https://t.co/87i0zg6faD",FALSE,964,NA,2020-01-04 11:00:09,TRUE,NA,"1213414811570253824",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",564,FALSE,FALSE,NA,NA
"90","20 books we’ll be watching for this year https://t.co/d1fT5UxQKC",FALSE,637,NA,2020-01-04 10:30:08,FALSE,NA,"1213407256093569026",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",140,FALSE,FALSE,NA,NA
"91","From friendships to salary negotiations, 2020 can be the year you conquer work and your career. Here are 8 ways to… https://t.co/cf4UlCDGm6",FALSE,260,NA,2020-01-04 10:00:12,TRUE,NA,"1213399724583276546",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",64,FALSE,FALSE,NA,NA
"92","As a general rule, the shorter the distance from home you travel, the lower your carbon footprint. But if you want… https://t.co/HMrgGys9qK",FALSE,388,NA,2020-01-04 09:40:05,TRUE,NA,"1213394662007939072",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",108,FALSE,FALSE,NA,NA
"93","Here are 7 science-based strategies for making sure your new habits endure well into the new year https://t.co/rX6fHSicio",FALSE,446,NA,2020-01-04 09:00:08,FALSE,NA,"1213384605383974912",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",93,FALSE,FALSE,NA,NA
"94","9 new books recommended by critics and editors at The New York Times
https://t.co/M7xmg1NaM2",FALSE,375,NA,2020-01-04 08:30:07,FALSE,NA,"1213377052776251396",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",98,FALSE,FALSE,NA,NA
"95","A British court ruled on Friday that ethical veganism is a philosophical belief that should be protected against wo… https://t.co/XReAEwwNHa",FALSE,755,NA,2020-01-04 08:00:12,TRUE,NA,"1213369522272587776",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",226,FALSE,FALSE,NA,NA
"96","From our columnist @Max_Fisher: A guide to the risks of greater conflict between the United States and Iran, how th… https://t.co/JU480itO8Q",FALSE,201,NA,2020-01-04 04:00:10,TRUE,NA,"1213309116669726722",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",80,FALSE,FALSE,NA,NA
"97","The leader of a right-wing militia that was detaining migrant families at gunpoint near the border in southern New… https://t.co/hHl3VTUnSA",FALSE,586,NA,2020-01-04 03:40:07,TRUE,NA,"1213304070930419712",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",202,FALSE,FALSE,NA,NA
"98","The next meteor shower you might be able to see is known as the Quadrantids. The show peaks around Friday night int… https://t.co/pbvRt2oZmn",FALSE,262,NA,2020-01-04 03:00:14,TRUE,NA,"1213294036976578560",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",111,FALSE,FALSE,NA,NA
"99","The Trump administration disclosed that there were 20 emails between a top aide to President Trump’s acting chief o… https://t.co/5MWw8756Rq",FALSE,1481,NA,2020-01-04 02:40:07,TRUE,NA,"1213288970651623425",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",696,FALSE,FALSE,NA,NA
"100","Evening Briefing: Here's what you need to know at the end of the day https://t.co/5g93P4EJQw",FALSE,122,NA,2020-01-04 02:00:11,FALSE,NA,"1213278920864350208",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",40,FALSE,FALSE,NA,NA
"101","Syd Mead's work on movies, especially ""Blade Runner,"" influenced the look of science-fiction films for decades afte… https://t.co/RdpJGZWhH4",FALSE,285,NA,2020-01-04 01:40:06,TRUE,NA,"1213273869366235139",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",99,FALSE,FALSE,NA,NA
"102","Food delivery workers in NYC have fallen victim to a new crime: theft of their electric bicycles, which are propell… https://t.co/MwXAqoiMje",FALSE,175,NA,2020-01-04 01:00:09,TRUE,NA,"1213263813123944448",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",77,FALSE,FALSE,NA,NA
"103","Brian Kolb, the top Republican in the New York State Assembly, said he will resign his leadership position after he… https://t.co/HIgOWka0Op",FALSE,428,NA,2020-01-04 00:40:07,TRUE,NA,"1213258773646708739",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",156,FALSE,FALSE,NA,NA
"104","The strike against General Suleimani has brought national security issues to the fore of a 2020 U.S. presidential r… https://t.co/j84HY76z3W",FALSE,222,NA,2020-01-04 00:00:13,TRUE,NA,"1213248730863935493",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",74,FALSE,FALSE,NA,NA
"105","Evening Briefing: Here's what you need to know at the end of the day https://t.co/VgejtyKG3z",FALSE,151,NA,2020-01-03 23:40:09,FALSE,NA,"1213243681941143555",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",38,FALSE,FALSE,NA,NA
"106","A draft report from the Center for the Study of Hate and Extremism has found that anti-Semitic hate crimes in New Y… https://t.co/uarvAbQwxI",FALSE,470,NA,2020-01-03 23:20:07,TRUE,NA,"1213238640773664772",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",385,FALSE,FALSE,NA,NA
"107","From an alcohol-free spritzer to custom kombucha, the @nytfood editors have a collection of booze-free drinks for d… https://t.co/sHgqnFTueN",FALSE,179,NA,2020-01-03 23:00:06,TRUE,NA,"1213233604979036161",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",68,FALSE,FALSE,NA,NA
"108","Breaking News: U.S. federal agencies won't have to consider climate change when assessing projects like oil pipelin… https://t.co/xyUcW7qGbG",FALSE,679,NA,2020-01-03 22:30:10,TRUE,NA,"1213226069639217153",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",873,FALSE,FALSE,NA,NA
"109","Interest in the U.S. draft surged Friday following the killing of General Suleimani, crashing the website of the Se… https://t.co/ZrRkasMPiy",FALSE,1358,NA,2020-01-03 22:20:07,TRUE,NA,"1213223540545245185",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",675,FALSE,FALSE,NA,NA
"110","Millions of Australians are breathing unhealthy air this summer as smoke from the country’s disastrous wildfires cl… https://t.co/2Zk4Iea2yf",FALSE,708,NA,2020-01-03 22:20:07,TRUE,NA,"1213223539656077319",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",461,FALSE,FALSE,NA,NA
"111","Cory Booker raised $6.6 million for his presidential campaign in the fourth quarter. It was his best fund-raising q… https://t.co/C047UlcNPV",FALSE,96,NA,2020-01-03 22:00:07,TRUE,NA,"1213218506193408002",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",22,FALSE,FALSE,NA,NA
"112","In Opinion

Gish Jen writes a short story on baseball, love and heartbreak in the age of surveillance: ”This wasn’t… https://t.co/TywT4BFDZ2",FALSE,83,NA,2020-01-03 21:40:04,TRUE,NA,"1213213464098983936",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",16,FALSE,FALSE,NA,NA
"113","The attorney general of New Mexico accused Johnson &amp; Johnson on Thursday of misleading consumers, especially childr… https://t.co/VLGD4zV2l7",FALSE,294,NA,2020-01-03 21:20:05,TRUE,NA,"1213208432116981763",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",129,FALSE,FALSE,NA,NA
"114","See the aftermath of the U.S. strike against Qassim Suleimani, Iran’s top security and intelligence commander.

Rea… https://t.co/zpQLnpDLbw",FALSE,264,NA,2020-01-03 21:00:08,TRUE,NA,"1213203414169145349",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",112,FALSE,FALSE,NA,NA
"115","Last summer, Mario Balotelli had 3 choices. He could venture into the unknown and play in Brazil; he could earn an… https://t.co/diLOWw5Lqu",FALSE,500,NA,2020-01-03 20:40:03,TRUE,NA,"1213198358996750337",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",114,FALSE,FALSE,NA,NA
"116","On the surface, 2020 Democratic candidates reacted to the strike against General Suleimani with a measure of unity.… https://t.co/h7lxtfY2eG",FALSE,178,NA,2020-01-03 20:31:48,TRUE,NA,"1213196282002657281",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",46,FALSE,FALSE,NA,NA
"117","The Saudi satirist Ghanem al-Masarir has poked fun at the Kingdom's royal family for years on YouTube. Now he think… https://t.co/JDL3OBwREI",FALSE,300,NA,2020-01-03 20:20:03,TRUE,NA,"1213193324363964417",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",104,FALSE,FALSE,NA,NA
"118","In Opinion

Barbara Slavin, who directs the Future of Iran Initiative at the Atlantic Council, writes, “Revenge is… https://t.co/GTe63oRceQ",FALSE,354,NA,2020-01-03 20:10:08,TRUE,NA,"1213190827855503362",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",118,FALSE,FALSE,NA,NA
"119","Breaking News: The U.S. is deploying thousands of troops to the Middle East, as officials brace for potential fallo… https://t.co/a7SapVBvxk",FALSE,1842,NA,2020-01-03 19:49:51,TRUE,NA,"1213185726050906114",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",1118,FALSE,FALSE,NA,NA
"120","U.S. lawmakers, divided along party lines over the decision to kill Qassim Suleimani, are pressing for details on t… https://t.co/J8sD54rtKK",FALSE,287,NA,2020-01-03 19:40:03,TRUE,NA,"1213183259020054528",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",115,FALSE,FALSE,NA,NA
"121","Pete Buttigieg has attracted support from many boldface names, including Anna Wintour, Jordan Roth and Gwyneth Palt… https://t.co/707XRTui2c",FALSE,134,NA,2020-01-03 19:40:02,TRUE,NA,"1213183255010258945",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",34,FALSE,FALSE,NA,NA
"122","David Hay, a high-ranking official with the New York City Department of Education, planned to meet with who he thou… https://t.co/s9SnQV6cqK",FALSE,205,NA,2020-01-03 19:30:07,TRUE,NA,"1213180758753501185",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",130,FALSE,FALSE,NA,NA
"123","Police say they're investigating whether the man accused of entering a Hasidic rabbi's New York home and stabbing 5… https://t.co/mHlI03AXhi",FALSE,103,NA,2020-01-03 19:20:04,TRUE,NA,"1213178229957238784",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",29,FALSE,FALSE,NA,NA
"124","In his first comments on the airstrike against Qassim Suleimani, President Trump said he ordered the operation to p… https://t.co/lFvJgLqZwT",FALSE,1000,NA,2020-01-03 19:10:05,TRUE,NA,"1213175715761393664",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",322,FALSE,FALSE,NA,NA
"125","Breaking News: Leaders of the United Methodist Church announced a plan to formally split the church after years of… https://t.co/3f7DTTob7a",FALSE,1356,NA,2020-01-03 18:50:10,TRUE,NA,"1213170706164387845",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",773,FALSE,FALSE,NA,NA
"126","Follow us here for the latest updates: https://t.co/iJlau37VKe",FALSE,181,"nytimes",2020-01-03 18:48:24,FALSE,"1213169915856871426","1213170262495170562","807095","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","nytimes",61,FALSE,FALSE,NA,NA
"127","He changed the shape of the Syrian civil war and tightened Iran's grip on Iraq. Read the Times obituary of Suleiman… https://t.co/863oba2B23",FALSE,202,"nytimes",2020-01-03 18:47:02,TRUE,"1213169404491554816","1213169915856871426","807095","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","nytimes",85,FALSE,FALSE,NA,NA
"128","Here’s how the confrontation between the U.S. and Iran escalated over the last 8 days: https://t.co/eCa8fi0V87 https://t.co/Mf33ZczW8n",FALSE,234,"nytimes",2020-01-03 18:45:00,FALSE,"1213169007030874112","1213169404491554816","807095","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","nytimes",122,FALSE,FALSE,NA,NA
"129","Oil prices jumped on Friday after the news of Suleimani’s death, ratcheting up geopolitical tensions in a region th… https://t.co/JJJiW3OW0e",FALSE,239,"nytimes",2020-01-03 18:43:25,TRUE,"1213168440292388865","1213169007030874112","807095","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","nytimes",139,FALSE,FALSE,NA,NA
"130","What to know about Qassim Suleimani's death:

—Suleimani, Iran's most powerful military leader, was killed in an ai… https://t.co/4x7EbjTfmn",FALSE,1463,NA,2020-01-03 18:41:10,TRUE,NA,"1213168440292388865",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",703,FALSE,FALSE,NA,NA
"131","The Quadrantids meteor shower peaks Friday night into Saturday morning. To watch it, get to a spot with dark skies… https://t.co/TjWQ6oHEq9",FALSE,254,NA,2020-01-03 18:20:08,TRUE,NA,"1213163147353350144",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",72,FALSE,FALSE,NA,NA
"132","""Surviving R. Kelly Part II,"" new on Lifetime, examines the criminal charges against the singer and how the lives o… https://t.co/0gXw63J9r0",FALSE,119,NA,2020-01-03 18:00:10,TRUE,NA,"1213158121515950080",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",23,FALSE,FALSE,NA,NA
"133","In a Y2K-type glitch, New York City parking meters aren't accepting credit cards because the vendor that developed… https://t.co/Bfxwj1yBtv",FALSE,733,NA,2020-01-03 17:50:02,TRUE,NA,"1213155574050967553",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",261,FALSE,FALSE,NA,NA
"134","Los Angeles is home to a rush of ""collab houses,"" filled with TikTok stars. @TaylorLorenz takes us inside Hype Hous… https://t.co/yEnxQ8feWN",FALSE,186,NA,2020-01-03 17:40:04,TRUE,NA,"1213153063952883712",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",37,FALSE,FALSE,NA,NA
"135","A torso found in a cave in Idaho has been identified as that of Joseph Henry Loveless, a bootlegger who escaped fro… https://t.co/XIT6c9kKWm",FALSE,584,NA,2020-01-03 17:30:05,TRUE,NA,"1213150552793763843",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",163,FALSE,FALSE,NA,NA
"136","In Opinion

Michael Doran, who served in the U.S. State Department and Defense Department, writes, “The United Stat… https://t.co/y02CbcysgE",FALSE,591,NA,2020-01-03 17:10:04,TRUE,NA,"1213145514318979073",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",164,FALSE,FALSE,NA,NA
"137","Tracking General Suleimani’s location had long been a priority for the American and Israeli spy services and milita… https://t.co/v12HxF7Rky",FALSE,2438,NA,2020-01-03 16:50:07,TRUE,NA,"1213140494194298885",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",1103,FALSE,FALSE,NA,NA
"138","The strike against Qassim Suleimani, Iran’s top security and intelligence commander, followed days of escalating co… https://t.co/Oi2vbZscNN",FALSE,439,NA,2020-01-03 16:30:07,TRUE,NA,"1213135460073164801",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",227,FALSE,FALSE,NA,NA
"139","In 2015, the New York Times began following 6 people age 85 and up, documenting their journeys through a part of li… https://t.co/6tJezk9jVQ",FALSE,334,NA,2020-01-03 16:10:07,TRUE,NA,"1213130426920906754",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",61,FALSE,FALSE,NA,NA
"140","Worried about their homes, and the danger of running out of fuel and being stuck in a fire zone on clogged roads, n… https://t.co/kDIFdnHp4T",FALSE,266,NA,2020-01-03 15:50:04,TRUE,NA,"1213125382964219905",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",122,FALSE,FALSE,NA,NA
"141","News Analysis: President Trump’s decision to strike and kill the second most powerful official in Iran is perhaps t… https://t.co/6niqrFIotz",FALSE,2549,NA,2020-01-03 15:40:20,TRUE,NA,"1213122933339688961",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",1184,FALSE,FALSE,NA,NA
"142","“Toni had a tremendous amount of empathy; she could see a million sides of every person.” Fran Lebowitz reflects on… https://t.co/tTmFC9gnMd",FALSE,572,NA,2020-01-03 15:26:01,TRUE,NA,"1213119328364777474",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",168,FALSE,FALSE,NA,NA
"143","A day after a deceptively edited video of him spread on social media, Joe Biden cautioned that any Democratic nomin… https://t.co/VjEUatkKlW",FALSE,302,NA,2020-01-03 15:00:06,TRUE,NA,"1213112809443205122",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",94,FALSE,FALSE,NA,NA
"144","The New York Times obituary on Maj. Gen. Qassim Suleimani https://t.co/YN52grjOs4",FALSE,603,NA,2020-01-03 14:41:19,FALSE,NA,"1213108078792642560",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",253,FALSE,FALSE,NA,NA
"145","What is a fashion magazine without photo shoots? It’s more environmentally friendly, says Italian Vogue, which aims… https://t.co/Wxj3aPM9Gy",FALSE,666,NA,2020-01-03 14:20:02,TRUE,NA,"1213102723694026759",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",167,FALSE,FALSE,NA,NA
"146","Elizabeth Warren raised $21.2 million in the fourth quarter, representing a slight dip from the previous quarter an… https://t.co/FXeiO4lGE7",FALSE,155,NA,2020-01-03 14:06:24,TRUE,NA,"1213099293881618434",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",31,FALSE,FALSE,NA,NA
"147","For the first time in decades, more Americans are dying at home than in hospitals. It's often by choice, but expert… https://t.co/gJ6ZyxqXdv",FALSE,273,NA,2020-01-03 14:00:14,TRUE,NA,"1213097739996844032",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",101,FALSE,FALSE,NA,NA
"148","Never miss an eclipse, a meteor shower, a rocket launch or any other astronomical and space event that's out of thi… https://t.co/BnbtwkVabi",FALSE,388,NA,2020-01-03 13:40:02,TRUE,NA,"1213092657121112065",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",108,FALSE,FALSE,NA,NA
"149","As the race to succeed Jeremy Corbyn begins, Keir Starmer, a London lawyer who has a knighthood from Queen Elizabet… https://t.co/ipPtFhDCrV",FALSE,149,NA,2020-01-03 13:20:05,TRUE,NA,"1213087638762278912",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",36,FALSE,FALSE,NA,NA
"150","Images of destruction, escape and the struggle to contain dozens of blazes as Australia faces one of the worst wild… https://t.co/A4SnYS8NH9",FALSE,885,NA,2020-01-03 13:00:06,TRUE,NA,"1213082607367467008",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",558,FALSE,FALSE,NA,NA
"151","Today's episode of ""The Daily"" podcast revisits our conversation with a whistleblower about what he said were syste… https://t.co/DxjeSenwMC",FALSE,119,NA,2020-01-03 12:40:05,TRUE,NA,"1213077572638126080",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",42,FALSE,FALSE,NA,NA
"152","The United States ramped up its campaign against Iran early Friday when it killed a top Iranian commander, Maj. Gen… https://t.co/gOS19hPpcq",FALSE,301,NA,2020-01-03 12:20:04,TRUE,NA,"1213072532196249601",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",177,FALSE,FALSE,NA,NA
"153","Amy Klobuchar raised $11.4 million for her presidential campaign in the fourth quarter. It was more than twice what… https://t.co/EbvCDtQT7Y",FALSE,275,NA,2020-01-03 12:10:07,TRUE,NA,"1213070031808061442",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",36,FALSE,FALSE,NA,NA
"154","Morning briefing: Here's what you need to know to start your day https://t.co/FNI3IMvNOa",FALSE,356,NA,2020-01-03 11:59:37,FALSE,NA,"1213067387311923202",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",109,FALSE,FALSE,NA,NA
"155","Iranian leaders called on Friday for revenge against the United States after the killing of Maj. Gen. Qassim Suleim… https://t.co/OcmDSM9Rdv",FALSE,502,"nytimes",2020-01-03 11:42:33,TRUE,"1213061996985430017","1213063093087064064","807095","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",228,FALSE,FALSE,NA,NA
"156","Breaking News: The State Department urged Americans to leave Iraq after a drone strike killed an Iranian commander… https://t.co/NQURWTcxcp",FALSE,2809,NA,2020-01-03 11:38:12,TRUE,NA,"1213061996985430017",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",1485,FALSE,FALSE,NA,NA
"157","From @Tmagazine:

Encompassing a teahouse, a confectionery stand and more, Ogata Paris pays homage to its setting w… https://t.co/e23KVy846N",FALSE,116,NA,2020-01-03 11:26:08,TRUE,NA,"1213058962691645441",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",29,FALSE,FALSE,NA,NA
"158","The killing of the powerful Iranian commander Maj. Gen. Qassim Suleimani in a drone strike sharply divided U.S. con… https://t.co/RVr9ExECJD",FALSE,1371,NA,2020-01-03 11:00:08,TRUE,NA,"1213052417392173056",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",458,FALSE,FALSE,NA,NA
"159","Taron Egerton's portrayal of Elton John was praised by critics and audiences alike. Now he is trying to become an e… https://t.co/8icepsNXVg",FALSE,371,NA,2020-01-03 10:40:01,TRUE,NA,"1213047356075257856",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",84,FALSE,FALSE,NA,NA
"160","Months of political turmoil have turned Hong Kong from a city of possibilities into a place of doubt and disillusio… https://t.co/K4xNVDdRyk",FALSE,1695,NA,2020-01-03 10:30:04,TRUE,NA,"1213044852209963010",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",1480,FALSE,FALSE,NA,NA
"161","Oyo, a start-up that offers budget hotel rooms, has grown into one of India’s most valuable private companies and a… https://t.co/aw2pqNErtg",FALSE,138,NA,2020-01-03 10:20:01,TRUE,NA,"1213042321228533760",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",48,FALSE,FALSE,NA,NA
"162","In Opinion

Richard Flanagan writes, ""Today, Australia is the world’s largest exporter of both coal and gas. It rec… https://t.co/IJY1Hluj22",FALSE,4364,NA,2020-01-03 10:00:05,TRUE,NA,"1213037304497025024",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",2445,FALSE,FALSE,NA,NA
"163","Carlos Ghosn walked out of his Tokyo home alone on Dec. 29 but never came back, Japanese media reported, citing peo… https://t.co/s5q22cpJYg",FALSE,170,NA,2020-01-03 09:40:05,TRUE,NA,"1213032274377220096",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",65,FALSE,FALSE,NA,NA
"164","Four Muslim boys, who ranged in age from 13 to 17, said that police officers in Nagina, India, used canes to beat t… https://t.co/1aYOs3bECz",FALSE,325,NA,2020-01-03 09:20:06,TRUE,NA,"1213027244073013248",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",204,FALSE,FALSE,NA,NA
"165","Maj. Gen. Qassim Suleimani, who was killed in a drone strike ordered by President Trump, was believed to be very cl… https://t.co/iSIITsuSnC",FALSE,1643,NA,2020-01-03 09:10:03,TRUE,NA,"1213024714110754817",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",684,FALSE,FALSE,NA,NA
"166","The Egyptian authorities said that they were investigating a video of a woman being attacked by a mob of men that h… https://t.co/6EcanJydxB",FALSE,323,NA,2020-01-03 08:40:05,TRUE,NA,"1213017173683310592",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",118,FALSE,FALSE,NA,NA
"167","Oil prices jumped in Asia on news that a powerful Iranian military leader was killed in a strike authorized by the… https://t.co/vC2wDSq0ZV",FALSE,471,NA,2020-01-03 08:20:05,TRUE,NA,"1213012139889352704",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",249,FALSE,FALSE,NA,NA
"168","Europe morning briefing: Here's what you need to know to start your day https://t.co/NK870rHpM1",FALSE,378,NA,2020-01-03 08:00:06,FALSE,NA,"1213007110335848448",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","nytimes",107,FALSE,FALSE,NA,NA
